Date,USD Price,USD Open,USD High,USD Low,USD Vol.,USD Change %
6/11/2007,121.69,121.71,121.84,121.5,,-0.02%
6/8/2007,121.71,121.32,121.8,120.77,,0.60%
6/7/2007,120.99,121.02,121.52,120.78,,-0.06%
6/6/2007,121.06,121.21,121.49,120.87,,-0.26%
6/5/2007,121.38,121.52,121.91,121.12,,-0.27%
6/4/2007,121.71,121.88,122.08,121.54,,-0.28%
6/1/2007,122.05,121.9,122.13,121.69,,0.28%
5/31/2007,121.71,121.7,121.91,121.45,,0.07%
5/30/2007,121.62,121.67,121.78,121.29,,-0.01%
5/29/2007,121.63,121.68,121.8,121.17,,-0.03%
5/28/2007,121.67,121.73,121.81,121.55,,-0.07%
5/25/2007,121.76,121.6,121.85,120.85,,0.34%
5/24/2007,121.35,121.52,121.66,121.24,,-0.21%
5/23/2007,121.6,121.56,121.86,121.31,,0.08%
5/22/2007,121.5,121.52,121.63,121.2,,0.04%
5/21/2007,121.45,121.33,121.62,121.06,,0.29%
5/18/2007,121.1,121.18,121.4,120.69,,-0.11%
5/17/2007,121.23,121.03,121.35,120.67,,0.38%
5/16/2007,120.77,120.51,120.82,120.16,,0.45%
5/15/2007,120.23,120.31,120.54,120.1,,-0.11%
5/14/2007,120.36,120.3,120.46,120.04,,0.10%
5/11/2007,120.24,120.05,120.28,119.47,,0.28%
5/10/2007,119.91,119.93,120.54,119.75,,-0.08%
5/9/2007,120.01,120,120.15,119.63,,0.02%
5/8/2007,119.99,120.06,120.12,119.52,,-0.07%
5/7/2007,120.07,120.12,120.16,119.79,,-0.07%
5/4/2007,120.16,120.3,120.44,119.91,,-0.18%
5/3/2007,120.38,120.32,120.47,119.97,,0.19%
5/2/2007,120.15,119.96,120.27,119.56,,0.35%
5/1/2007,119.73,119.59,119.89,119.07,,0.24%
4/30/2007,119.44,119.32,119.74,119.17,,-0.13%
4/27/2007,119.6,119.52,119.77,118.87,,0.04%
4/26/2007,119.55,119.06,119.65,118.53,,0.79%
4/25/2007,118.61,118.57,118.81,118.27,,0.08%
4/24/2007,118.52,118.6,118.93,118.24,,-0.02%
4/23/2007,118.54,118.65,119.01,118.23,,-0.14%
4/20/2007,118.71,118.59,118.97,118.25,,0.23%
4/19/2007,118.44,118.46,118.55,117.61,,-0.12%
4/18/2007,118.58,118.69,119.24,118.11,,-0.28%
4/17/2007,118.91,119.35,119.79,118.82,,-0.68%
4/16/2007,119.73,119.56,119.88,118.98,,0.40%
4/13/2007,119.25,119.19,119.45,118.21,,0.11%
4/12/2007,119.12,119.21,119.5,118.8,,-0.20%
4/11/2007,119.36,119.21,119.5,118.87,,0.27%
4/10/2007,119.04,119.18,119.32,118.76,,-0.24%
4/9/2007,119.33,119.28,119.39,119.18,,0.06%
4/6/2007,119.26,119.01,119.39,118.66,,0.45%
4/5/2007,118.72,118.71,118.94,118.43,,0.08%
4/4/2007,118.62,118.81,119.03,118.54,,-0.28%
4/3/2007,118.95,118.39,118.99,117.72,,0.98%
4/2/2007,117.8,117.69,118.03,117.45,,0.02%
3/30/2007,117.78,117.93,118.32,117.21,,-0.22%
3/29/2007,118.04,117.49,118.09,116.67,,1.04%
3/28/2007,116.82,117.39,118,116.37,,-0.88%
3/27/2007,117.86,117.96,118.38,117.66,,-0.19%
3/26/2007,118.08,118.01,118.39,117.63,,0.00%
3/23/2007,118.08,118.08,118.25,117.4,,0.00%
3/22/2007,118.08,117.81,118.26,117.24,,0.41%
3/21/2007,117.6,117.39,117.93,117.16,,0.29%
3/20/2007,117.26,117.48,117.97,116.92,,-0.23%
3/19/2007,117.53,117,117.74,116.25,,0.73%
3/16/2007,116.68,117.1,117.36,116.51,,-0.67%
3/15/2007,117.47,117.31,117.75,117.01,,0.37%
3/14/2007,117.04,116.66,117.22,115.75,,0.82%
3/13/2007,116.09,116.94,117.71,116.05,,-1.33%
3/12/2007,117.65,118,118.47,117.22,,-0.49%
3/9/2007,118.23,117.73,118.36,117.02,,0.96%
3/8/2007,117.11,116.64,117.43,115.55,,0.91%
3/7/2007,116.05,116.34,116.85,115.98,,-0.39%
3/6/2007,116.5,116.07,116.77,115.22,,0.73%
3/5/2007,115.66,116.1,116.45,115.15,,-1.04%
3/2/2007,116.87,117.16,117.81,116.42,,-0.62%
3/1/2007,117.6,118.04,118.82,116.96,,-0.71%
2/28/2007,118.44,118.28,118.72,117.87,,0.43%
2/27/2007,117.93,119.27,120.71,117.5,,-2.19%
2/26/2007,120.57,120.82,121.03,120.35,,-0.38%
2/23/2007,121.03,121.32,121.63,120.93,,-0.40%
2/22/2007,121.52,121.23,121.61,120.83,,0.49%
2/21/2007,120.93,120.46,121.14,119.71,,0.82%
2/20/2007,119.95,119.79,120.32,119.53,,0.34%
2/19/2007,119.54,119.48,119.73,119.22,,0.16%
2/16/2007,119.35,119.32,119.55,118.98,,0.16%
2/15/2007,119.16,120.02,120.56,119.17,,-1.28%
2/14/2007,120.71,120.98,121.35,120.62,,-0.32%
2/13/2007,121.1,121.54,121.88,121.09,,-0.66%
2/12/2007,121.9,121.89,122.07,121.58,,0.21%
2/9/2007,121.65,121.39,121.75,120.97,,0.52%
2/8/2007,121.02,120.86,121.42,120.57,,0.30%
2/7/2007,120.66,120.38,120.8,119.99,,0.48%
2/6/2007,120.08,120.26,120.57,119.97,,-0.20%
2/5/2007,120.32,120.72,121.11,120.24,,-0.65%
2/2/2007,121.11,120.95,121.3,120.64,,0.32%
2/1/2007,120.72,120.76,120.88,120.1,,0.06%
1/31/2007,120.65,121.17,121.74,120.63,,-0.78%
1/30/2007,121.6,121.68,121.97,121.47,,-0.11%
1/29/2007,121.74,121.6,122.12,121.43,,0.16%
1/26/2007,121.54,121.38,121.64,121.16,,0.33%
1/25/2007,121.14,121.2,121.29,120.19,,0.03%
1/24/2007,121.1,121.42,121.77,120.65,,-0.44%
1/23/2007,121.64,121.63,121.75,121.1,,0.07%
1/22/2007,121.56,121.46,121.76,121.21,,0.26%
1/19/2007,121.25,121.23,121.46,121.09,,0.00%
1/18/2007,121.25,120.95,121.55,120.48,,0.53%
1/17/2007,120.61,120.68,120.88,120.34,,-0.02%
1/16/2007,120.63,120.54,120.76,120.22,,0.15%
1/15/2007,120.45,120.42,120.6,120.06,,0.14%
1/12/2007,120.28,120.41,120.72,120.16,,-0.14%
1/11/2007,120.45,120.07,120.58,119.5,,0.67%
1/10/2007,119.65,119.49,119.74,119.13,,0.21%
1/9/2007,119.4,119.1,119.5,118.68,,0.56%
1/8/2007,118.74,118.72,118.83,118.1,,0.13%
1/5/2007,118.59,118.83,118.97,117.98,,-0.36%
1/4/2007,119.02,119.22,119.5,118.99,,-0.28%
1/3/2007,119.35,119.11,119.68,118.67,,0.47%
1/2/2007,118.79,118.94,118.99,118.5,,-0.22%
1/1/2007,119.05,119.05,119.07,118.92,,0.03%
12/29/2006,119.01,119,119.17,118.73,,0.10%
12/28/2006,118.89,118.89,119.02,118.52,,0.10%
12/27/2006,118.77,119,119.18,118.28,,-0.29%
12/26/2006,119.12,118.99,119.22,118.7,,0.29%
12/25/2006,118.77,118.75,118.97,118.36,,0.02%
12/22/2006,118.75,118.6,118.97,118.22,,0.35%
12/21/2006,118.34,118.39,118.5,117.94,,-0.04%
12/20/2006,118.39,118.32,118.51,117.95,,0.25%
12/19/2006,118.1,118.13,118.29,117.81,,-0.01%
12/18/2006,118.11,118.03,118.26,117.69,,-0.01%
12/15/2006,118.12,118,118.31,117.43,,0.26%
12/14/2006,117.81,117.7,117.88,117.25,,0.26%
12/13/2006,117.51,117.18,117.62,116.65,,0.63%
12/12/2006,116.78,116.88,117.21,116.68,,-0.16%
12/11/2006,116.97,116.71,117.23,116.17,,0.49%
12/8/2006,116.4,115.79,116.48,114.9,,1.05%
12/7/2006,115.19,115.27,115.37,114.75,,0.01%
12/6/2006,115.18,115.06,115.34,114.52,,0.31%
12/5/2006,114.82,115.09,115.42,114.43,,-0.45%
12/4/2006,115.34,115.35,115.8,115.09,,-0.07%
12/1/2006,115.42,115.62,116.32,114.96,,-0.31%
11/30/2006,115.78,116.09,116.53,115.51,,-0.52%
11/29/2006,116.38,116.27,116.47,115.58,,0.28%
11/28/2006,116.06,116.13,116.4,115.89,,-0.01%
11/27/2006,116.07,115.81,116.37,115.39,,0.18%
11/24/2006,115.86,116.06,116.46,115.58,,-0.36%
11/23/2006,116.28,116.49,116.82,116.03,,-0.33%
11/22/2006,116.66,117.32,117.92,116.36,,-1.00%
11/21/2006,117.84,117.98,118.22,117.74,,-0.18%
11/20/2006,118.05,117.95,118.2,117.78,,0.33%
11/17/2006,117.66,117.99,118.46,117.51,,-0.41%
11/16/2006,118.14,118.13,118.31,117.75,,0.15%
11/15/2006,117.96,117.8,118.19,117.52,,0.31%
11/14/2006,117.59,117.88,118.04,117.24,,-0.47%
11/13/2006,118.15,117.87,118.27,117.13,,0.48%
11/10/2006,117.59,117.78,117.89,117.17,,-0.28%
11/9/2006,117.92,117.89,118.53,117.7,,0.08%
11/8/2006,117.83,117.76,117.98,117.38,,0.11%
11/7/2006,117.7,118,118.28,117.25,,-0.47%
11/6/2006,118.26,118.19,118.45,117.79,,0.22%
11/3/2006,118,117.57,118.18,116.96,,0.77%
11/2/2006,117.1,117.09,117.37,116.67,,0.03%
11/1/2006,117.06,117.01,117.19,116.57,,0.10%
10/31/2006,116.94,117.23,118.03,116.62,,-0.40%
10/30/2006,117.41,117.49,117.6,117.2,,-0.15%
10/27/2006,117.59,117.95,118.68,117.15,,-0.68%
10/26/2006,118.4,118.74,119,118.27,,-0.59%
10/25/2006,119.1,119.23,119.39,118.88,,-0.23%
10/24/2006,119.37,119.41,119.64,119.08,,0.05%
10/23/2006,119.31,119.04,119.39,118.57,,0.51%
10/20/2006,118.7,118.45,118.79,118.14,,0.47%
10/19/2006,118.15,118.56,118.98,118.04,,-0.62%
10/18/2006,118.89,118.73,119.17,118.31,,0.25%
10/17/2006,118.59,118.76,119.12,118.55,,-0.37%
10/16/2006,119.03,119.35,119.78,119.01,,-0.48%
10/13/2006,119.6,119.49,119.87,119.07,,0.25%
10/12/2006,119.3,119.55,119.77,119.25,,-0.37%
10/11/2006,119.74,119.68,119.82,119.34,,0.07%
10/10/2006,119.66,119.41,119.77,118.89,,0.46%
10/9/2006,119.11,119.05,119.28,118.83,,0.08%
10/6/2006,119.01,118.39,119.07,117.64,,1.15%
10/5/2006,117.66,117.8,117.88,117.45,,-0.10%
10/4/2006,117.78,117.9,118.25,117.75,,-0.10%
10/3/2006,117.9,117.85,118.04,117.38,,0.19%
10/2/2006,117.68,117.94,118.38,117.53,,-0.41%
9/29/2006,118.17,117.97,118.19,117.52,,0.37%
9/28/2006,117.73,117.64,117.91,117.33,,0.22%
9/27/2006,117.47,117.28,117.61,116.9,,0.35%
9/26/2006,117.06,116.84,117.23,116.26,,0.45%
9/25/2006,116.53,116.51,116.71,116.13,,-0.03%
9/22/2006,116.56,116.48,116.6,116.08,,0.19%
9/21/2006,116.34,116.85,117.4,116.23,,-0.89%
9/20/2006,117.38,117.51,117.64,116.97,,-0.28%
9/19/2006,117.71,117.84,118.09,116.99,,-0.23%
9/18/2006,117.98,117.72,118.26,117.44,,0.33%
9/15/2006,117.59,117.52,118.05,117.26,,0.05%
9/14/2006,117.53,117.51,117.76,117.3,,-0.03%
9/13/2006,117.57,117.68,118,117.34,,-0.25%
9/12/2006,117.87,117.76,118.07,117.39,,0.23%
9/11/2006,117.6,117.31,117.76,116.61,,0.57%
9/8/2006,116.93,116.72,117,116.1,,0.44%
9/7/2006,116.42,116.55,117.01,115.99,,-0.24%
9/6/2006,116.7,116.38,116.9,115.97,,0.54%
9/5/2006,116.07,116.14,116.21,115.57,,0.07%
9/4/2006,115.99,116.57,116.95,115.87,,-0.94%
9/1/2006,117.09,117.27,117.46,117.06,,-0.21%
8/31/2006,117.34,117.22,117.47,116.91,,0.30%
8/30/2006,116.99,116.94,117.28,116.53,,0.28%
8/29/2006,116.66,116.93,117.23,116.51,,-0.49%
8/28/2006,117.23,117.25,117.31,116.86,,-0.06%
8/25/2006,117.3,116.9,117.38,116.41,,0.69%
8/24/2006,116.5,116.44,116.58,116.17,,0.13%
8/23/2006,116.35,116.47,116.59,116.09,,-0.14%
8/22/2006,116.51,116.22,116.85,115.9,,0.55%
8/21/2006,115.87,115.85,115.99,115.35,,0.06%
8/18/2006,115.8,115.88,116.07,115.45,,-0.09%
8/17/2006,115.91,115.95,116.14,115.18,,0.09%
8/16/2006,115.81,115.97,116.36,115.63,,-0.20%
8/15/2006,116.04,116.38,116.67,115.84,,-0.54%
8/14/2006,116.67,116.5,116.76,116.16,,0.32%
8/11/2006,116.3,115.76,116.42,115.12,,0.94%
8/10/2006,115.22,115.29,115.61,114.67,,-0.06%
8/9/2006,115.29,115.35,115.72,114.79,,0.03%
8/8/2006,115.26,115.29,115.55,114.57,,0.12%
8/7/2006,115.12,114.72,115.2,114.16,,0.60%
8/4/2006,114.43,114.71,115.52,113.98,,-0.48%
8/3/2006,114.98,114.81,115.3,114.54,,0.29%
8/2/2006,114.65,114.64,114.82,114.21,,0.09%
8/1/2006,114.55,114.64,115.28,114.48,,-0.10%
7/31/2006,114.67,114.65,114.8,114.18,,0.03%
7/28/2006,114.64,115.21,116,114.61,,-0.96%
7/27/2006,115.75,116.06,116.4,115.3,,-0.46%
7/26/2006,116.28,116.78,117.19,116.18,,-0.75%
7/25/2006,117.16,116.94,117.35,116.57,,0.43%
7/24/2006,116.66,116.38,116.88,116.21,,0.46%
7/21/2006,116.13,116.61,117.01,115.85,,-0.76%
7/20/2006,117.02,116.95,117.1,116.58,,0.16%
7/19/2006,116.83,117.09,117.87,116.66,,-0.38%
7/18/2006,117.27,117.21,117.57,116.76,,0.09%
7/17/2006,117.17,116.75,117.27,116.17,,0.92%
7/14/2006,116.1,115.75,116.39,115.38,,0.66%
7/13/2006,115.34,115.45,115.49,115.06,,-0.10%
7/12/2006,115.46,114.87,115.66,114.18,,1.08%
7/11/2006,114.23,114.26,114.57,113.94,,-0.02%
7/10/2006,114.25,114.07,114.35,113.44,,0.18%
7/7/2006,114.05,114.6,115.29,113.86,,-0.92%
7/6/2006,115.11,115.4,115.7,115,,-0.48%
7/5/2006,115.67,115.31,115.76,114.65,,0.78%
7/4/2006,114.78,114.82,114.98,114.41,,0.09%
7/3/2006,114.68,114.54,114.94,114.1,,0.22%
6/30/2006,114.43,114.74,115.21,114.21,,-0.55%
6/29/2006,115.06,115.74,116.62,114.94,,-1.11%
6/28/2006,116.35,116.35,116.49,116.07,,0.11%
6/27/2006,116.22,116.29,116.63,115.91,,-0.01%
6/26/2006,116.23,116.38,116.53,116.11,,-0.25%
6/23/2006,116.52,116.33,116.59,115.86,,0.34%
6/22/2006,116.13,115.49,116.27,114.71,,1.12%
6/21/2006,114.84,114.85,115.15,114.44,,-0.04%
6/20/2006,114.89,115.18,115.62,114.69,,-0.55%
6/19/2006,115.52,115.35,115.74,115.22,,0.30%
6/16/2006,115.17,115,115.2,114.58,,0.32%
6/15/2006,114.8,114.91,115.16,114.69,,-0.17%
6/14/2006,115,115.13,115.39,114.57,,-0.29%
6/13/2006,115.33,114.88,115.44,114.33,,0.81%
6/12/2006,114.4,114.28,114.52,113.99,,0.38%
6/9/2006,113.97,114.06,114.27,113.66,,-0.16%
6/8/2006,114.15,113.75,114.6,113.4,,0.57%
6/7/2006,113.5,113.33,113.69,112.97,,0.22%
6/6/2006,113.25,112.7,113.53,112.13,,0.91%
6/5/2006,112.23,111.93,112.33,111.5,,0.46%
6/2/2006,111.72,112.18,112.91,111.38,,-0.78%
6/1/2006,112.6,112.59,113.31,112.37,,0.02%
5/31/2006,112.58,112.37,112.69,111.56,,0.42%
5/30/2006,112.11,112.3,112.73,111.65,,-0.28%
5/29/2006,112.43,112.54,112.68,112.18,,-0.20%
5/26/2006,112.65,112.17,112.79,111.54,,0.78%
5/25/2006,111.78,112.28,112.87,111.67,,-0.99%
5/24/2006,112.9,112.39,112.96,111.65,,0.93%
5/23/2006,111.86,111.8,112.1,111.02,,0.31%
5/22/2006,111.51,111.61,112.93,111.35,,-0.15%
5/19/2006,111.68,111.2,112.19,110.47,,0.88%
5/18/2006,110.71,110.91,111.21,110.45,,-0.23%
5/17/2006,110.96,110.43,111.27,109.04,,1.18%
5/16/2006,109.67,110.06,110.82,109.66,,-0.75%
5/15/2006,110.5,110.04,110.67,109.43,,0.44%
5/12/2006,110.02,110.34,110.62,109.4,,-0.60%
5/11/2006,110.68,110.63,111.51,110.19,,0.15%
5/10/2006,110.51,110.84,111.24,110.11,,-0.45%
5/9/2006,111.01,111.42,111.93,110.94,,-0.60%
5/8/2006,111.68,111.86,112.15,111.04,,-0.79%
5/5/2006,112.57,113.09,113.98,112.29,,-0.88%
5/4/2006,113.57,113.55,114.13,113.33,,0.03%
5/3/2006,113.54,113.53,113.85,112.96,,0.19%
5/2/2006,113.32,113.47,113.97,113.12,,-0.03%
5/1/2006,113.35,113.6,113.79,112.47,,-0.42%
4/28/2006,113.83,114.05,114.46,113.69,,-0.25%
4/27/2006,114.11,114.52,115.06,113.89,,-0.53%
4/26/2006,114.72,114.82,115.32,114.64,,-0.08%
4/25/2006,114.81,114.83,114.98,114.35,,0.19%
4/24/2006,114.59,115.23,115.91,114.3,,-1.71%
4/21/2006,116.58,117.05,117.71,116.57,,-0.72%
4/20/2006,117.43,117.35,117.83,117.32,,0.18%
4/19/2006,117.22,117.18,117.9,116.8,,0.16%
4/18/2006,117.03,117.41,118.19,116.99,,-0.65%
4/17/2006,117.79,118.17,118.49,117.56,,-0.75%
4/14/2006,118.68,118.63,118.73,118.51,,0.14%
4/13/2006,118.51,118.52,118.79,118.35,,0.03%
4/12/2006,118.48,118.43,118.6,117.84,,0.15%
4/11/2006,118.3,118.34,118.85,118.2,,0.00%
4/10/2006,118.3,118.24,118.68,117.91,,0.01%
4/7/2006,118.29,118.06,118.37,117.53,,0.45%
4/6/2006,117.76,117.59,117.9,117.32,,0.40%
4/5/2006,117.29,117.45,117.73,116.72,,-0.21%
4/4/2006,117.54,117.65,117.95,117.28,,-0.11%
4/3/2006,117.67,117.75,118.71,117.63,,0.01%
3/31/2006,117.66,117.57,118.06,117.19,,0.29%
3/30/2006,117.32,117.56,117.9,117.19,,-0.38%
3/29/2006,117.77,117.88,118.19,117.5,,-0.13%
3/28/2006,117.92,117.35,118.01,116.37,,1.05%
3/27/2006,116.69,117.14,117.63,116.43,,-0.65%
3/24/2006,117.45,117.7,118.43,117.41,,-0.37%
3/23/2006,117.89,117.42,117.96,116.78,,0.81%
3/22/2006,116.94,117.14,117.4,116.64,,-0.30%
3/21/2006,117.29,116.78,117.35,116.27,,0.89%
3/20/2006,116.25,116.18,116.43,115.57,,0.34%
3/17/2006,115.86,116.38,116.95,115.75,,-0.81%
3/16/2006,116.81,117.1,117.87,116.8,,-0.45%
3/15/2006,117.34,117.5,117.74,117.2,,-0.14%
3/14/2006,117.5,118.22,118.76,117.32,,-1.11%
3/13/2006,118.82,118.81,119.2,118.73,,-0.08%
3/10/2006,118.92,118.6,119.13,118.08,,0.65%
3/9/2006,118.15,118.02,118.37,117.17,,0.26%
3/8/2006,117.84,117.86,118.01,117.33,,-0.06%
3/7/2006,117.91,117.7,118.01,117.36,,0.30%
3/6/2006,117.56,116.95,117.67,116.1,,0.94%
3/3/2006,116.46,116.13,116.72,115.69,,0.59%
3/2/2006,115.78,115.98,116.39,115.78,,-0.28%
3/1/2006,116.1,115.93,116.29,115.56,,0.30%
2/28/2006,115.75,115.98,116.45,115.72,,-0.40%
2/27/2006,116.21,116.47,117.12,115.74,,-0.55%
2/24/2006,116.85,117,117.13,116.46,,-0.22%
2/23/2006,117.11,117.83,118.48,116.87,,-1.20%
2/22/2006,118.53,118.62,118.88,118.37,,-0.13%
2/21/2006,118.69,118.47,118.99,118.3,,0.39%
2/20/2006,118.23,118.21,118.36,117.95,,0.08%
2/17/2006,118.14,117.83,118.87,117.42,,0.47%
2/16/2006,117.59,117.72,118.18,117.57,,-0.22%
2/15/2006,117.85,117.64,118.09,116.9,,0.35%
2/14/2006,117.44,117.59,117.71,117.15,,-0.22%
2/13/2006,117.7,117.78,118.23,117.57,,-0.16%
2/10/2006,117.89,118.35,118.91,116.97,,-0.78%
2/9/2006,118.82,118.69,118.92,118.32,,0.28%
2/8/2006,118.49,118.24,118.77,117.62,,0.36%
2/7/2006,118.06,118.49,119.17,117.68,,-0.82%
2/6/2006,119.04,118.95,119.1,118.5,,0.17%
2/3/2006,118.84,118.75,119.35,118.34,,0.31%
2/2/2006,118.47,118.33,118.66,117.93,,0.36%
2/1/2006,118.05,117.64,118.12,117.1,,0.71%
1/31/2006,117.22,117.41,117.78,116.76,,-0.31%
1/30/2006,117.58,117.43,117.79,117.03,,0.31%
1/27/2006,117.22,116.87,117.45,116.18,,0.72%
1/26/2006,116.38,116.13,116.53,115.5,,0.57%
1/25/2006,115.72,115.27,115.92,114.65,,0.99%
1/24/2006,114.58,114.55,114.89,114.39,,0.19%
1/23/2006,114.36,114.85,115.25,114.18,,-0.78%
1/20/2006,115.26,115.38,115.7,115.01,,-0.13%
1/19/2006,115.41,115.31,115.56,114.98,,0.23%
1/18/2006,115.14,115.35,115.82,114.88,,-0.19%
1/17/2006,115.36,115.21,115.91,114.64,,0.44%
1/16/2006,114.86,114.58,115.13,113.83,,0.58%
1/13/2006,114.2,114.26,114.77,114.16,,-0.07%
1/12/2006,114.28,114.27,114.54,113.53,,0.14%
1/11/2006,114.12,114.23,114.87,113.94,,-0.16%
1/10/2006,114.3,114.36,114.75,114.12,,0.04%
1/9/2006,114.26,114.52,114.73,113.76,,-0.10%
1/6/2006,114.38,115.19,116.27,114.29,,-1.29%
1/5/2006,115.88,116.01,116.41,115.78,,-0.08%
1/4/2006,115.97,116.15,116.4,115.65,,-0.18%
1/3/2006,116.18,117.02,117.85,116.05,,-1.46%
1/2/2006,117.9,117.93,118.04,117.58,,-0.02%
12/30/2005,117.92,117.79,118.13,117.1,,0.11%
12/29/2005,117.79,117.89,117.98,117.72,,-0.06%
12/28/2005,117.86,117.67,117.95,117.04,,0.40%
12/27/2005,117.39,116.86,117.47,116.4,,1.05%
12/26/2005,116.17,116.3,116.56,116.06,,-0.03%
12/23/2005,116.21,116.52,116.9,116.15,,-0.39%
12/22/2005,116.67,117,117.61,116.47,,-0.52%
12/21/2005,117.28,117.29,117.52,116.85,,0.15%
12/20/2005,117.11,116.7,117.29,116.03,,0.90%
12/19/2005,116.06,115.87,116.54,115.55,,0.32%
12/16/2005,115.69,115.95,116.47,115.63,,-0.46%
12/15/2005,116.22,116.79,117.64,115.88,,-0.90%
12/14/2005,117.28,118.66,120.15,116.78,,-2.23%
12/13/2005,119.96,119.84,120.44,119.68,,0.24%
12/12/2005,119.67,120.26,121.05,119.57,,-0.83%
12/9/2005,120.67,120.49,120.75,120.32,,0.37%
12/8/2005,120.22,120.69,121.12,120.07,,-0.64%
12/7/2005,121,120.95,121.18,120.61,,0.19%
12/6/2005,120.77,120.87,121.22,120.76,,-0.03%
12/5/2005,120.81,120.97,121.39,120.72,,0.23%
12/2/2005,120.53,120.6,121.15,120.2,,0.02%
12/1/2005,120.5,120.22,120.7,119.68,,0.58%
11/30/2005,119.8,119.74,119.86,119.25,,0.16%
11/29/2005,119.61,119.28,119.74,118.84,,0.70%
11/28/2005,118.78,119.25,119.91,118.45,,-0.69%
11/25/2005,119.6,119.29,119.74,119,,0.55%
11/24/2005,118.94,118.82,118.99,118.54,,0.19%
11/23/2005,118.71,118.73,119.01,118.26,,-0.04%
11/22/2005,118.76,118.88,119.49,118.7,,-0.16%
11/21/2005,118.95,119.13,119.41,118.57,,-0.13%
11/18/2005,119.11,118.93,119.39,118.75,,0.34%
11/17/2005,118.71,119.02,119.22,118.5,,-0.34%
11/16/2005,119.12,119.04,119.55,118.82,,0.22%
11/15/2005,118.86,118.87,119.36,118.74,,0.10%
11/14/2005,118.74,118.4,118.92,117.85,,0.76%
11/11/2005,117.85,118.13,118.21,117.66,,-0.30%
11/10/2005,118.21,117.89,118.25,117.46,,0.56%
11/9/2005,117.55,117.39,117.75,116.89,,0.28%
11/8/2005,117.22,117.48,117.98,117.09,,-0.32%
11/7/2005,117.6,117.97,118.34,117.48,,-0.52%
11/4/2005,118.22,117.76,118.35,117.19,,0.91%
11/3/2005,117.15,117.05,117.39,116.8,,0.30%
11/2/2005,116.8,116.79,117,116.65,,0.11%
11/1/2005,116.67,116.58,116.77,116.41,,0.25%
10/31/2005,116.38,116.06,116.55,115.58,,0.61%
10/28/2005,115.68,115.54,115.75,115.13,,0.22%
10/27/2005,115.43,115.65,116.19,114.94,,-0.35%
10/26/2005,115.84,115.46,115.95,114.96,,0.76%
10/25/2005,114.97,115.19,115.7,114.63,,-0.41%
10/24/2005,115.44,115.65,115.95,115.12,,-0.41%
10/21/2005,115.91,115.63,116,115.07,,0.49%
10/20/2005,115.34,115.35,115.73,115.29,,0.04%
10/19/2005,115.29,115.53,115.98,115.24,,-0.36%
10/18/2005,115.71,115.32,115.91,115.08,,0.70%
10/17/2005,114.91,114.56,115.04,113.81,,0.72%
10/14/2005,114.09,114.24,114.87,113.9,,-0.38%
10/13/2005,114.52,114.41,115.04,114.27,,0.16%
10/12/2005,114.34,114.43,114.74,114.28,,-0.12%
10/11/2005,114.48,114.34,114.61,113.82,,0.35%
10/10/2005,114.08,113.94,114.31,113.59,,0.23%
10/7/2005,113.82,113.5,113.98,113.25,,0.57%
10/6/2005,113.17,113.57,114.09,113.09,,-0.61%
10/5/2005,113.86,114,114.37,113.61,,-0.35%
10/4/2005,114.26,114.26,114.41,114.04,,0.13%
10/3/2005,114.11,113.82,114.36,113.49,,0.55%
9/30/2005,113.49,113.31,113.67,112.96,,0.39%
9/29/2005,113.05,113.09,113.24,112.71,,0.01%
9/28/2005,113.04,113.14,113.41,112.88,,-0.19%
9/27/2005,113.26,112.71,113.47,112.23,,1.00%
9/26/2005,112.14,112.32,112.6,112.13,,-0.32%
9/23/2005,112.5,112.14,112.61,111.24,,0.76%
9/22/2005,111.65,111.48,111.79,111.04,,0.33%
9/21/2005,111.28,111.64,111.97,111.04,,-0.60%
9/20/2005,111.95,111.75,112,111.2,,0.39%
9/19/2005,111.51,111.5,111.68,111.21,,0.17%
9/16/2005,111.32,110.97,111.47,110.49,,0.61%
9/15/2005,110.64,110.52,110.73,110.21,,0.27%
9/14/2005,110.34,110.5,110.76,109.94,,-0.33%
9/13/2005,110.7,110.52,110.99,110.18,,0.31%
9/12/2005,110.36,109.78,110.41,109.16,,0.61%
9/9/2005,109.69,110.11,110.74,109.49,,-0.73%
9/8/2005,110.5,110.28,110.62,110.02,,0.43%
9/7/2005,110.03,109.83,110.28,109.43,,0.36%
9/6/2005,109.64,109.37,109.81,109.17,,0.45%
9/5/2005,109.15,109.45,109.78,108.8,,-0.70%
9/2/2005,109.92,109.85,110.02,109.23,,0.15%
9/1/2005,109.76,110.22,110.91,109.7,,-0.77%
8/31/2005,110.61,110.95,111.76,110.5,,-0.54%
8/30/2005,111.21,110.98,111.57,110.52,,0.52%
8/29/2005,110.63,110.43,110.72,109.85,,0.49%
8/26/2005,110.09,110.1,110.37,109.47,,0.02%
8/25/2005,110.07,110.15,110.45,109.79,,-0.07%
8/24/2005,110.15,110.08,110.71,109.94,,0.19%
8/23/2005,109.94,109.83,110.16,109.64,,0.17%
8/22/2005,109.75,110.09,110.54,109.45,,-0.65%
8/19/2005,110.47,110.51,110.82,110.35,,-0.05%
8/18/2005,110.52,110.16,110.63,109.85,,0.62%
8/17/2005,109.84,109.69,110.03,109.41,,0.27%
8/16/2005,109.54,109.46,109.66,109.04,,0.29%
